PID,Neighborhood,Year Built,Overall Qual,Kitchen Qual,Exter Qual,Lot Area,SalePrice
527226020,Gilbert,1952,6,TA,TA,31220,115000
527252080,StoneBr,2007,9,Ex,Ex,8118,334000
527276040,Gilbert,1950,6,TA,TA,47280,133000
527301170,NWAmes,1986,7,TA,TA,20544,215000
527301245,NWAmes,1988,7,Ex,Gd,12680,226500
527302050,NWAmes,1981,6,Gd,TA,12090,175500
527302070,NWAmes,1983,7,TA,Gd,10825,181900
527302185,NWAmes,1978,7,Gd,Gd,18559,235000
527302210,NWAmes,1979,7,Gd,Gd,14450,220000
527325070,NWAmes,1977,6,TA,TA,12227,272000
527325240,NWAmes,1976,6,Gd,TA,13068,161000
527326130,NWAmes,1977,5,Ex,TA,15611,175000
527354160,NWAmes,1980,7,TA,TA,10400,185000
527357110,NWAmes,1969,5,TA,TA,9743,146900
527357180,NWAmes,1978,7,Gd,Gd,12511,292500
527358120,NWAmes,1976,6,TA,TA,11361,180000
527359030,NWAmes,1976,6,TA,TA,10400,159900
527359070,NWAmes,1976,7,TA,TA,10480,205000
527378020,NWAmes,1973,5,Gd,TA,10000,157000
527380240,NWAmes,1996,8,Gd,Gd,14311,306000
527401130,NAmes,1974,5,TA,TA,9000,133000
527402060,NAmes,1969,6,TA,TA,9750,151000
527402130,NAmes,1969,4,TA,TA,10295,111900
527403360,NAmes,1971,5,TA,TA,7560,123000
527425035,NAmes,1972,4,TA,TA,12735,111250
527427110,NAmes,1998,6,Gd,Gd,4060,181000
527450110,BrDale,1973,6,TA,TA,1680,103400
527450250,BrDale,1973,6,TA,TA,1680,100000
527450520,BrDale,1972,6,TA,TA,1890,100500
527451060,BrDale,1970,6,TA,TA,1869,106000
527451290,BrDale,1971,6,TA,TA,1680,85400
527451400,BrDale,1971,6,TA,TA,1680,89500
527451550,BrDale,1972,5,TA,TA,1680,111750
527452150,NPkVill,1977,6,TA,TA,4043,140000
527453160,NPkVill,1975,6,TA,TA,2308,143000
527454120,NPkVill,1977,7,TA,TA,2529,148500
527455270,NAmes,1966,5,TA,TA,9477,110000
528102030,NridgHt,2008,8,Ex,Ex,12444,394617
528102110,NridgHt,2007,10,Ex,Ex,12474,426000
528104050,NridgHt,2007,10,Ex,Ex,14803,385000
528104080,NridgHt,2008,9,Ex,Ex,14948,446261
528108150,NridgHt,2007,8,Gd,Gd,12704,317500
528110080,NridgHt,2007,8,Gd,Gd,13891,372402
528110110,NridgHt,2007,8,Ex,Gd,13693,417500
528114040,NridgHt,2007,9,Ex,Ex,14418,383000
528118030,NridgHt,2006,9,Ex,Gd,13418,390000
528118090,NridgHt,2005,10,Ex,Ex,12539,460000
528120130,NridgHt,2005,9,Ex,Gd,12151,379000
528142020,NridgHt,2007,8,Gd,Ex,8899,250000
528142140,NridgHt,2004,8,Ex,Gd,10574,316000
528164060,NridgHt,2003,10,Ex,Ex,12720,615000
528166120,NridgHt,2003,9,Ex,Gd,13688,412500
528170070,NridgHt,2003,7,Gd,Gd,10625,284000
528172080,NridgHt,2003,8,Gd,Gd,10845,284000
528178070,NridgHt,2001,8,Gd,Gd,16900,421250
528178090,NridgHt,2003,8,Gd,Gd,16451,370000
528180110,NridgHt,2008,9,Ex,Ex,10110,336860
528180140,NridgHt,2008,9,Ex,Ex,8769,367294
528181010,NridgHt,2005,7,Gd,Gd,12304,192000
528186030,NridgHt,2003,8,Ex,Ex,12677,274000
528186080,NridgHt,2005,9,Ex,Ex,8849,266000
528186130,NridgHt,2007,9,Ex,Ex,8232,370967
528186160,NridgHt,2006,8,Gd,Gd,6240,234250
528186170,NridgHt,2006,8,Gd,Gd,6240,219500
528188090,NridgHt,2003,7,Gd,Gd,2448,155000
528188150,NridgHt,2003,7,Gd,Gd,2448,154000
528190010,NridgHt,2004,7,Gd,Gd,8198,207000
528228345,Blmngtn,2003,7,Gd,Gd,3940,195000
528228405,Blmngtn,2004,7,Gd,Gd,3940,219990
528228445,Blmngtn,2005,7,Gd,Gd,3182,191000
528228465,Blmngtn,2007,7,Gd,Gd,3182,159895
528228540,Blmngtn,2007,7,Gd,Gd,3710,187687
528235020,Gilbert,2004,6,Gd,Gd,9024,179000
528235120,Gilbert,2004,6,TA,TA,7415,193000
528235180,Gilbert,2005,7,Gd,Gd,9587,190000
528240040,Gilbert,2005,6,Gd,TA,8029,176000
528240050,Gilbert,2002,7,Gd,Gd,8010,188000
528250030,Gilbert,2003,7,Gd,Gd,8396,213000
528253020,NridgHt,2007,7,Gd,Gd,7301,217300
528280130,Gilbert,2000,6,TA,TA,10261,186500
528280180,Gilbert,2000,7,TA,Gd,8220,226750
528290010,Gilbert,2004,7,Gd,Gd,15384,184000
528290090,Gilbert,2002,7,Gd,Gd,7750,176000
528292060,Gilbert,1999,7,TA,Gd,12460,225000
528294060,Gilbert,1999,7,TA,TA,8390,185900
528315060,NoRidge,1997,8,Gd,Gd,9660,284500
528315110,NoRidge,1998,8,Gd,Gd,9200,315000
528326030,NoRidge,2000,8,Gd,Gd,14260,250000
528326110,NoRidge,2000,9,Ex,Gd,11000,291000
528346050,NoRidge,1998,8,Gd,Gd,11675,350000
528354100,NoRidge,1996,7,Gd,Gd,10990,279500
528363020,NoRidge,1995,8,Gd,Gd,11929,290000
528363110,NoRidge,1995,8,Gd,Gd,10437,350000
528365060,NoRidge,1993,7,Gd,Gd,10542,341000
528365080,NoRidge,1993,7,Gd,Gd,10010,287500
528387050,NoRidge,1994,7,Gd,Gd,10944,271000
528390020,NoRidge,1994,8,Gd,Gd,14303,301500
528427010,Somerst,2007,8,Gd,Gd,11932,235128
528427070,Somerst,2007,6,Gd,Gd,14598,214000
528429050,Somerst,2006,8,Gd,Gd,11957,232000
528429070,Somerst,2006,7,Gd,Gd,13253,240000
528429080,Somerst,2008,9,Ex,Gd,14587,264132
528431060,Somerst,2007,8,Gd,TA,10206,245000
528431080,Somerst,2008,7,Ex,Gd,12274,227680
528431120,Somerst,2007,8,Gd,Gd,9801,257000
528435020,Somerst,2007,8,Gd,Gd,9428,297900
528439010,Somerst,2006,8,Gd,Gd,10037,247000
528458030,Somerst,2007,8,Gd,Gd,8640,212700
528458050,Somerst,2007,7,Gd,Gd,8640,250580
528462040,Somerst,2007,7,Gd,Gd,11639,182000
528477040,Somerst,2005,7,Gd,Gd,9803,226700
528478030,Somerst,2003,8,Gd,Gd,9375,250000
528478040,Somerst,2005,7,Gd,Gd,10625,250000
528480060,Somerst,2007,8,Ex,Gd,10800,339750
528480160,Somerst,2007,7,Gd,Gd,8125,205950
528482020,Somerst,2007,8,Gd,Gd,10625,256000
528488140,Somerst,2007,7,Gd,Gd,7500,230348
528490080,Somerst,2003,6,Gd,Gd,8791,207500
531363060,SawyerW,2004,7,Gd,TA,7500,141000
531371070,SawyerW,2003,6,Gd,Gd,10110,188000
531373060,SawyerW,2003,7,Gd,Gd,12774,192500
531375050,SawyerW,2005,6,Gd,TA,13072,146000
531375110,SawyerW,2004,5,Gd,TA,13695,159000
531375120,SawyerW,2003,6,Gd,TA,13695,155000
531376010,SawyerW,2004,6,Gd,Gd,8366,173000
531376070,SawyerW,2007,7,Gd,Gd,9260,170000
531382090,SawyerW,1995,6,Gd,Gd,8453,182000
531382110,SawyerW,1993,6,Gd,Gd,8480,163000
531382120,SawyerW,1994,6,Gd,TA,8125,193500
531384030,SawyerW,1994,7,Gd,Gd,14565,189000
531385060,SawyerW,2001,6,Gd,Gd,8450,190500
531450030,SawyerW,1992,7,Gd,Gd,8285,175000
531450090,SawyerW,1991,6,Gd,TA,7153,179200
531450170,SawyerW,1993,6,Gd,Gd,9291,187000
531451020,SawyerW,1993,6,Gd,Gd,8012,193000
531452140,SawyerW,1993,6,Gd,Gd,7892,153900
532351050,Sawyer,1963,5,TA,TA,9100,128000
532353050,Sawyer,1962,5,TA,TA,12968,144000
532354150,Sawyer,1961,5,Gd,TA,8100,135000
532376170,Sawyer,1968,5,TA,TA,8450,115000
532377020,Sawyer,1963,5,TA,TA,6360,119916
532378200,Sawyer,1961,6,Gd,TA,6768,142000
532477030,Veenker,1974,6,TA,TA,19508,192000
532479020,Sawyer,1972,5,TA,TA,10759,140000
533125080,NoRidge,1990,6,Gd,Gd,9205,290000
533125140,NoRidge,1993,9,Gd,Gd,11025,372500
533206050,Somerst,2004,7,Gd,Gd,4282,196000
533208080,Somerst,2006,7,Gd,Gd,4017,171900
533208140,Somerst,2004,7,Gd,Gd,3435,178000
533212050,Somerst,2005,6,Gd,Gd,3180,165000
533212140,Somerst,2007,7,Gd,Gd,3180,146000
533212150,Somerst,2007,7,Gd,Gd,3604,146000
533213070,Somerst,1999,7,TA,TA,2280,179400
533213120,Somerst,1999,6,TA,TA,2280,172900
533215020,Somerst,2000,9,Ex,Gd,4765,300000
533215030,Somerst,2001,9,Gd,Gd,4538,285000
533215040,Somerst,2001,9,Ex,Gd,4385,290000
533215070,Somerst,1999,9,Ex,Gd,4109,305000
533215080,Somerst,1999,9,Gd,Gd,5119,328900
533217050,Somerst,1999,7,Gd,Gd,2160,160000
533217060,Somerst,1999,7,Gd,Gd,2160,170000
533234020,Somerst,2001,7,TA,TA,10646,223000
533236060,Somerst,1999,8,Gd,Gd,2645,170000
533236070,Somerst,1999,8,Gd,Gd,2645,200000
533236090,Somerst,1998,10,Ex,Ex,3951,345000
533250050,Veenker,1996,8,Ex,Gd,14963,245500
533250110,Veenker,1995,8,Gd,Gd,11064,217500
533250160,Veenker,1993,8,Gd,Gd,10846,324000
533251120,Veenker,1984,6,TA,TA,11120,162500
533350090,Veenker,1977,9,Gd,Gd,24572,150000
533350120,Veenker,1976,8,Ex,Ex,16280,290000
534104100,Somerst,2002,7,TA,Gd,7500,205000
534126090,NWAmes,1970,7,TA,TA,10400,174000
534127210,NWAmes,1969,6,TA,TA,11104,183000
534127230,NWAmes,1968,6,TA,TA,11050,150000
534128050,NWAmes,1971,6,Gd,Gd,11040,145000
534129060,NWAmes,1967,7,Gd,TA,15387,215000
534175140,NWAmes,1965,5,TA,TA,9750,140500
534177180,NWAmes,1974,6,TA,TA,10800,240000
534201240,NAmes,1968,5,TA,TA,8814,141000
534202130,NAmes,1965,5,Gd,TA,8872,147000
534204030,NAmes,1965,5,TA,Gd,8125,135000
534225110,NAmes,1965,5,TA,TA,11072,145000
534225120,NAmes,1965,5,TA,TA,13101,142600
534250010,NWAmes,1973,5,TA,TA,9246,135000
534250335,NWAmes,1971,7,TA,TA,13355,170000
534250370,NWAmes,1976,8,Gd,Ex,8963,299800
534250410,NWAmes,1974,6,Gd,Gd,9120,185000
534251280,NWAmes,1966,6,Gd,TA,9130,173000
534252090,NAmes,1961,7,Ex,Ex,12122,178400
534252270,NWAmes,1968,7,TA,TA,9900,176000
534276190,NAmes,1956,5,TA,TA,7785,98000
534277060,NAmes,1957,4,TA,TA,8593,109008
534277070,NAmes,1956,4,TA,TA,8475,135750
534400030,NAmes,1963,5,TA,TA,8700,155000
534400060,NAmes,1964,6,TA,TA,10175,180500
534401130,NAmes,1966,6,TA,TA,9020,174900
534401190,NAmes,1965,6,TA,TA,9200,140000
534403050,NAmes,1964,6,TA,TA,8250,145000
534403080,NAmes,1965,5,Gd,TA,9350,179900
534403100,NAmes,1964,6,TA,TA,9020,168500
534403260,NAmes,1961,5,TA,TA,9900,140000
534426040,NAmes,1959,5,Gd,Gd,10007,145500
534427040,NAmes,1959,6,Gd,Gd,10721,142000
534428020,NAmes,1960,4,TA,TA,12493,141000
534428100,NAmes,1960,5,Gd,TA,11332,153000
534451080,BrkSide,1949,3,TA,TA,6627,72500
534451170,BrkSide,1935,3,TA,Gd,4130,52000
534452060,BrkSide,1939,5,TA,TA,7420,118000
534453140,BrkSide,1937,4,TA,TA,4882,87000
534455030,NAmes,1960,5,Gd,Fa,9600,141500
534477080,NAmes,1950,6,TA,TA,9600,119000
534477090,NAmes,1950,5,Gd,TA,9600,141500
534477270,NAmes,1955,6,Gd,TA,9600,165500
534479150,NAmes,1953,5,TA,TA,7584,112900
535103050,NAmes,1965,7,Gd,TA,13700,201800
535104020,NAmes,1961,6,TA,TA,10197,163000
535105030,NAmes,1961,5,TA,TA,7875,139950
535105060,NAmes,1962,6,Gd,Gd,8400,174000
535105090,NAmes,1962,6,TA,TA,9150,165000
535126140,NAmes,1966,6,Gd,Gd,14670,227000
535150210,NAmes,1955,5,TA,TA,7390,135000
535150280,NAmes,1963,5,TA,TA,9204,124000
535151160,NAmes,1962,5,TA,TA,7763,140000
535152200,NAmes,1957,5,TA,TA,8856,136500
535153140,NAmes,1959,5,Gd,TA,9840,185000
535153150,NAmes,1958,6,TA,TA,9120,163000
535176100,NAmes,1958,6,TA,TA,13200,166800
535178060,NAmes,1956,6,TA,TA,9000,139000
535179060,NAmes,1957,6,TA,TA,11900,166000
535180100,NAmes,1958,6,TA,TA,9464,136000
535180120,NAmes,1956,5,TA,TA,10425,133000
535301080,NAmes,1952,5,Gd,TA,11556,116000
535302130,NAmes,1953,5,TA,TA,9373,137500
535302140,NAmes,1953,5,TA,TA,12774,130000
535303030,NAmes,1957,6,TA,TA,14250,180000
535305030,NAmes,1951,5,TA,TA,7350,139000
535305160,NAmes,1953,5,TA,TA,7677,110000
535327230,NAmes,1957,5,TA,TA,8838,100000
535352080,NAmes,1947,5,TA,TA,8480,118500
535354200,NAmes,1957,5,TA,TA,12436,146000
535375140,OldTown,1948,4,TA,TA,10122,89900
535375160,OldTown,1925,5,TA,TA,7506,114000
535380050,NAmes,1945,5,TA,TA,10930,140000
535380110,OldTown,1940,4,TA,Gd,5400,86900
535380140,OldTown,1922,5,TA,TA,10836,139000
535383100,OldTown,1900,4,TA,TA,10800,106250
535402120,NAmes,1962,6,TA,TA,9247,171000
535403010,NAmes,1968,5,TA,TA,10180,139000
535425060,NAmes,1958,7,TA,TA,11355,186000
535426260,NAmes,1960,6,TA,TA,10920,157000
535426350,NAmes,1960,6,TA,TA,12929,148000
535427070,NAmes,1960,7,Gd,TA,27650,242000
535451010,NAmes,1953,5,Gd,Gd,8892,116000
535451050,NAmes,1951,5,TA,TA,7200,94000
535451230,NAmes,1950,5,TA,TA,7200,98300
535452120,NAmes,1960,5,TA,TA,7910,127000
535453020,NAmes,1959,5,Gd,TA,8000,159000
535453040,NAmes,1962,5,TA,TA,8000,125900
535453210,NAmes,1960,5,TA,TA,7931,155000
535454150,NAmes,1948,6,TA,TA,8064,138000
535455060,NAmes,1954,6,TA,TA,6390,112500
535455080,NAmes,1954,6,Gd,TA,7227,105500
535455090,NAmes,1954,6,TA,TA,7200,127500
535456050,NAmes,1961,5,TA,TA,8513,130000
535456070,NAmes,1955,5,TA,TA,7200,150000
535456100,NAmes,1954,5,TA,TA,7200,109500
535475020,NAmes,1963,6,TA,TA,7056,140000
535476370,NAmes,1964,6,TA,TA,9760,167900
535477090,NAmes,1963,5,TA,TA,7590,136870
902100020,OldTown,2008,6,TA,TA,9836,143000
902100030,OldTown,1925,5,TA,TA,5232,73000
902102060,OldTown,1904,5,Gd,TA,10440,157500
902103150,OldTown,1948,5,TA,TA,9184,122600
902105010,OldTown,1910,5,TA,TA,4800,111000
902105020,OldTown,1920,6,TA,Gd,10440,256000
902105130,OldTown,1940,5,TA,TA,4800,64000
902107030,OldTown,1915,6,Gd,Gd,6000,139500
902109080,OldTown,1910,4,TA,TA,11426,118000
902109110,OldTown,2003,7,Gd,TA,11426,200000
902109120,OldTown,1940,4,TA,TA,7628,119164
902109160,OldTown,1920,5,Ex,Fa,7308,122250
902128075,OldTown,1920,7,Gd,Gd,5400,120000
902128150,OldTown,1940,6,TA,TA,10800,155000
902134100,OldTown,1910,5,TA,TA,6756,78000
902136110,OldTown,1890,5,Gd,TA,5914,95000
902201120,OldTown,1948,5,TA,TA,6000,115000
902201140,OldTown,1948,5,Gd,TA,12000,147000
902202090,OldTown,1946,5,TA,TA,9000,140000
902205070,OldTown,1946,2,TA,TA,7311,46500
902205090,OldTown,1957,5,TA,TA,6000,112500
902205140,OldTown,1954,4,TA,TA,6000,107900
902207120,OldTown,1949,3,TA,TA,12205,65000
902207220,OldTown,1880,7,Gd,TA,18386,295000
902300110,OldTown,1900,5,TA,TA,9142,139500
902300215,OldTown,1915,5,TA,TA,12665,153900
902300260,OldTown,1920,7,TA,TA,5350,132000
902301140,OldTown,1916,5,TA,TA,4571,98000
902301150,OldTown,1900,5,TA,TA,9143,114000
902304060,OldTown,1920,5,TA,TA,9600,130000
902305080,OldTown,1917,6,TA,TA,9600,129500
902306120,OldTown,1905,5,Gd,Gd,6000,129400
902306130,OldTown,1928,7,Gd,TA,9600,161000
902326060,OldTown,1905,6,TA,TA,10800,163000
902328040,OldTown,1914,6,TA,TA,6300,128000
902330010,OldTown,1872,8,TA,TA,5250,122000
902401010,OldTown,1926,7,TA,TA,5700,116900
902401120,OldTown,1893,10,Gd,Ex,13500,325000
902402260,OldTown,1920,2,TA,Fa,11340,55000
902405070,OldTown,1890,7,TA,TA,10800,184000
902406020,OldTown,1959,5,Fa,TA,9750,110000
902406090,OldTown,1954,5,TA,TA,12150,131500
902427045,OldTown,1956,5,TA,TA,12702,97000
902427150,OldTown,1958,4,TA,TA,8516,115500
903201030,BrkSide,1928,5,TA,Gd,7111,138000
903204010,BrkSide,1945,7,Gd,TA,7425,108000
903204095,BrkSide,1930,5,TA,TA,9100,79500
903206070,BrkSide,1935,5,TA,TA,7010,153000
903225050,BrkSide,1924,5,Gd,TA,6130,109500
903225140,BrkSide,1941,5,Gd,TA,5000,124000
903225160,BrkSide,1900,6,TA,TA,5870,106900
903226060,BrkSide,1940,6,Gd,TA,6000,164900
903226150,BrkSide,1924,5,TA,TA,6000,119000
903227080,BrkSide,1929,6,TA,TA,6000,120000
903228040,BrkSide,1937,6,TA,TA,6000,157000
903228060,BrkSide,1939,6,TA,TA,6000,105000
903228090,BrkSide,1926,6,TA,TA,5000,113000
903230110,BrkSide,1920,5,TA,TA,5520,115000
903230120,BrkSide,1946,4,TA,TA,5940,79000
903231080,BrkSide,1929,4,TA,TA,6240,123000
903232030,BrkSide,1945,5,TA,TA,6120,81300
903232090,BrkSide,1930,5,TA,TA,6240,162900
903233080,BrkSide,1939,7,TA,TA,6240,150000
903234090,OldTown,1923,5,TA,TA,6120,123500
903234100,OldTown,1931,7,TA,TA,6120,129900
903235010,BrkSide,1920,6,TA,TA,6155,128000
903235100,BrkSide,1927,4,Fa,TA,6324,68500
903236010,BrkSide,1948,5,TA,TA,8635,127000
903400180,BrkSide,1923,6,Gd,TA,13053,207000
903401020,BrkSide,1925,7,TA,TA,9120,184000
903401030,BrkSide,1915,6,Gd,TA,9144,162500
903401050,BrkSide,1940,5,TA,TA,9144,145000
903425420,BrkSide,1918,6,Fa,TA,10267,130000
903426160,OldTown,1910,6,TA,TA,8094,160000
903427090,OldTown,1925,8,Gd,TA,5100,161000
903429010,OldTown,1910,6,TA,Gd,4347,127500
903452025,IDOTRR,1930,6,TA,Gd,6291,93850
903453050,IDOTRR,1952,6,TA,TA,10266,136000
903454100,IDOTRR,1938,6,TA,TA,6876,141000
903455030,IDOTRR,1915,5,TA,TA,10320,120000
903455140,IDOTRR,1925,6,TA,TA,7200,127500
903456130,IDOTRR,1925,6,TA,TA,7006,127000
903458110,IDOTRR,1920,6,Fa,TA,7920,89500
903475020,OldTown,1955,5,TA,TA,8235,125000
903476110,OldTown,1920,6,TA,TA,5586,79900
903481010,IDOTRR,1912,5,TA,TA,10320,85000
903481100,IDOTRR,1915,3,TA,Fa,10320,82375
903484020,IDOTRR,1906,6,TA,TA,10320,135000
904100020,Sawyer,1947,5,TA,Gd,9488,124000
904100040,Sawyer,1968,5,TA,TA,8250,134000
904100160,Sawyer,1948,5,TA,TA,21286,135000
904101170,ClearCr,1959,4,TA,TA,17120,134432
904351280,Edwards,1940,5,TA,TA,10106,127500
905100020,Sawyer,1963,5,Gd,TA,11235,148000
905102170,Sawyer,1965,5,TA,TA,11200,129500
905103030,Sawyer,1978,6,TA,TA,13014,157500
905104080,Sawyer,1966,5,TA,TA,7162,109900
905104110,Sawyer,1967,5,Gd,TA,10265,145000
905104180,Sawyer,1967,5,Gd,TA,9764,130000
905107280,Sawyer,1978,6,TA,TA,7703,153000
905107380,Sawyer,1967,5,TA,TA,9981,120000
905108170,Sawyer,1984,5,TA,TA,7400,152000
905200090,Sawyer,1969,4,TA,TA,12900,108959
905200100,Sawyer,1920,5,TA,TA,12900,95541
905200160,Sawyer,1959,5,TA,TA,9000,80000
905200510,Sawyer,1966,5,Gd,TA,8544,149350
905201020,Sawyer,1963,5,Gd,TA,9239,144900
905201110,Sawyer,1956,6,TA,TA,14175,185000
905201120,Sawyer,1954,5,TA,TA,13284,165000
905202230,ClearCr,1960,6,TA,TA,13500,235000
905225040,Sawyer,1958,5,TA,TA,13825,140000
905226030,Sawyer,1940,5,TA,TA,10200,108000
905226110,ClearCr,1960,5,TA,TA,10532,145000
905227050,Sawyer,1941,5,Gd,TA,8375,152400
905300020,Sawyer,1970,5,Gd,TA,10200,144000
905351089,ClearCr,1996,6,Gd,TA,2887,173000
905352030,ClearCr,1977,7,TA,TA,10005,192000
905352070,ClearCr,1979,7,TA,TA,20270,245000
905401045,ClearCr,1954,7,TA,TA,39104,241500
905401060,ClearCr,1954,4,Gd,TA,53227,256000
905402090,Edwards,1959,6,Ex,TA,11512,177000
905403060,Edwards,1948,7,TA,TA,5190,125600
905403150,Edwards,1953,6,TA,TA,10452,155000
905425125,ClearCr,1908,6,TA,TA,45600,240000
905426030,Edwards,1940,5,Fa,TA,19550,260000
905427050,Edwards,1918,6,TA,TA,21780,185000
905427070,Edwards,1935,6,Gd,TA,13728,235000
905451330,Edwards,1956,5,Gd,TA,9571,159900
905452070,Edwards,1975,5,TA,TA,9350,99600
905452120,Edwards,1962,6,TA,Gd,9360,134500
905476120,Edwards,1900,5,TA,TA,8405,119000
905477050,Edwards,1910,5,TA,TA,7000,107500
905479110,Edwards,1950,5,TA,TA,10880,125000
905480150,Edwards,1924,6,TA,TA,9600,79000
905480240,Edwards,1941,5,TA,TA,9084,95000
906204150,SawyerW,1990,7,Gd,TA,11839,262280
906204280,SawyerW,1995,6,Gd,Gd,9771,260000
906223110,SawyerW,1994,7,Gd,Gd,9938,226500
906223140,SawyerW,1993,7,Gd,Gd,14171,225000
906223220,SawyerW,1996,7,Gd,Gd,10541,229000
906378190,CollgCr,2007,7,Gd,Gd,10616,177439
906380030,CollgCr,2007,8,Gd,Gd,9345,248500
906412010,CollgCr,2008,9,Ex,Gd,11778,475000
906412050,CollgCr,2008,9,Ex,Ex,11778,395039
906420130,SawyerW,1993,7,Gd,Gd,11228,228000
906424010,SawyerW,1995,8,Gd,Gd,11454,225000
906475100,ClearCr,1966,6,TA,TA,11500,195000
906476030,ClearCr,1997,6,Gd,TA,12798,200000
907126030,CollgCr,1994,5,TA,TA,9750,155000
907135020,CollgCr,1995,5,Gd,TA,9525,144000
907135260,CollgCr,1994,5,TA,TA,9245,145000
907175080,CollgCr,1997,7,Gd,TA,8696,226001
907176010,CollgCr,1997,6,Gd,TA,13142,215700
907181120,CollgCr,2000,7,Gd,Gd,8998,207500
907181140,CollgCr,1999,7,Gd,Gd,9179,193000
907187030,CollgCr,1998,7,Gd,TA,8924,188000
907187080,CollgCr,1999,7,Gd,Gd,9382,191000
907192130,CollgCr,2002,7,Gd,Gd,12803,221000
907194020,CollgCr,2001,7,Gd,Gd,12435,231500
907196040,CollgCr,2000,7,Gd,Gd,12192,235000
907196050,CollgCr,2001,7,Gd,Gd,11250,223500
907200110,CollgCr,1975,5,TA,TA,9200,130250
907201060,CollgCr,1977,5,TA,Gd,8385,149900
907202010,CollgCr,1978,5,TA,TA,12250,158000
907202160,CollgCr,1978,6,TA,TA,10970,147000
907202190,CollgCr,1975,5,TA,TA,9216,143195
907202240,CollgCr,1975,5,TA,TA,14330,163000
907203090,CollgCr,1975,5,TA,TA,7990,110000
907227050,CollgCr,1972,5,TA,TA,7180,127000
907227300,CollgCr,1972,5,TA,TA,7200,124900
907250020,CollgCr,2002,8,Gd,Gd,9742,230000
907251090,CollgCr,2002,8,Gd,Gd,9473,237000
907253060,CollgCr,2000,7,Gd,Gd,10316,235000
907253110,CollgCr,2001,7,Gd,Gd,10400,230500
907254020,CollgCr,1999,8,Gd,Gd,9066,230000
907254090,CollgCr,1998,7,Gd,Gd,11404,222500
907255020,CollgCr,2001,8,Gd,Gd,9240,287000
907255030,CollgCr,2001,9,Gd,Gd,9720,274000
907255060,CollgCr,2002,8,Gd,Gd,14860,300000
907260010,CollgCr,2002,8,Gd,Gd,11250,255900
907262030,CollgCr,2003,7,Gd,Gd,8158,224900
907262060,CollgCr,2003,7,Gd,Gd,10905,240000
907262070,CollgCr,2003,7,Gd,Gd,7226,183000
907265100,CollgCr,1999,8,Gd,Gd,11690,207000
907285080,CollgCr,1994,7,Gd,Gd,8750,210000
907290150,CollgCr,2003,6,Gd,Gd,4435,136500
907290250,CollgCr,2004,6,Gd,Gd,4426,145000
907295020,CollgCr,1997,6,Gd,TA,13125,208900
907295100,CollgCr,1997,6,TA,TA,10126,185000
907405020,CollgCr,2002,7,Gd,Gd,9135,214000
907405140,CollgCr,2003,7,Gd,Gd,8450,208500
907412040,CollgCr,2004,7,Gd,Gd,9750,186500
907412070,CollgCr,2004,7,Gd,Gd,8450,210000
907412080,CollgCr,2004,7,Gd,Gd,8320,185900
907412090,CollgCr,2007,8,Gd,Gd,11049,179900
907418010,CollgCr,2007,7,Gd,Gd,11058,218836
907418040,CollgCr,2007,7,Gd,Gd,9627,193000
907420080,CollgCr,2005,7,Gd,Gd,8199,189000
907425010,CollgCr,2004,6,Gd,Gd,4426,149300
907425015,CollgCr,2004,6,Gd,Gd,4426,141000
907425030,CollgCr,2004,6,Gd,Gd,4438,149000
907425035,CollgCr,2004,6,Gd,Gd,4438,144500
908102030,Edwards,1910,5,TA,TA,8777,85000
908102040,Edwards,1900,5,TA,TA,8777,145900
908102140,Edwards,1966,5,TA,TA,9825,123000
908102260,Edwards,1965,5,TA,Gd,9937,147500
908103260,Edwards,1976,5,TA,TA,12102,165000
908103280,Edwards,1976,6,TA,TA,6500,135000
908127120,Edwards,1940,5,TA,TA,13907,108000
908128050,Edwards,1972,4,TA,TA,10012,137500
908128110,Edwards,2003,7,Gd,Gd,6931,165400
908151040,Edwards,1977,6,TA,TA,9638,147000
908152110,Edwards,1976,6,TA,TA,7200,160500
908152270,Edwards,2005,4,Gd,TA,7024,176000
908154080,Edwards,1959,5,Ex,TA,47007,284700
908154235,Edwards,2008,10,Ex,Ex,63887,160000
908186040,Edwards,2005,6,TA,TA,3675,148000
908201100,Edwards,1955,4,Fa,TA,6040,82000
908201110,Edwards,1955,4,TA,TA,6012,82000
908201120,Edwards,1955,4,Fa,TA,12108,118000
908204160,Edwards,1955,4,TA,TA,6845,82500
908225170,Edwards,1955,4,TA,TA,6931,91900
908226120,Edwards,1938,5,Ex,TA,12180,120000
908250040,Edwards,1947,5,TA,TA,8050,96000
908250090,Edwards,1953,4,TA,TA,9520,99000
908275130,Edwards,1946,5,TA,TA,11767,130500
908275180,Edwards,1954,4,TA,TA,8172,135000
908275280,Edwards,1955,5,TA,TA,16466,135500
908276140,Edwards,1954,4,TA,TA,7692,100000
909100150,Edwards,1923,4,Gd,TA,5142,108000
909100170,Edwards,1925,5,TA,TA,5604,98000
909101060,Edwards,1914,3,TA,TA,8248,67000
909101180,SWISU,1912,5,Fa,TA,5687,135900
909131170,SWISU,1925,6,Fa,TA,12155,140000
909175050,SWISU,1939,5,Gd,TA,8400,179500
909175100,SWISU,1925,6,TA,TA,8400,136500
909177120,SWISU,1921,7,TA,TA,7290,168000
909201110,SWISU,1911,5,TA,TA,8525,130000
